transaction_id,account_number,amount,currency,transaction_date,status
TX-000098,10000012,36.19,USD,2026-09-04 13:28:49,FAILED
TX-000099,10000013,96.89,USD,2026-09-04 13:43:52,COMPLETED
TX-000100,10000009,34.85,USD,2026-09-04 14:02:08,COMPLETED
TX-000102,10000011,148.43,USD,2026-09-04 14:22:29,COMPLETED
TX-000103,10000020,76.04,USD,2026-09-04 14:39:35,PENDING
TX-000104,10000016,132.57,USD,2026-09-04 14:56:04,COMPLETED
TX-000105,10000019,156.1,USD,2026-09-04 15:37:30,COMPLETED
TX-000106,10000018,25.39,USD,2026-09-04 16:31:29,FAILED
TX-000107,10000011,223.07,USD,2026-09-04 17:05:44,COMPLETED
TX-000108,10000010,34.19,USD,2026-09-04 17:58:35,COMPLETED
TX-000109,99999999,249.04,USD,2026-09-04 18:28:00,COMPLETED
TX-000111,10000017,10.49,USD,2026-09-04 19:29:57,COMPLETED
TX-000112,10000007,144.35,USD,2026-09-04 19:36:23,COMPLETED
TX-000113,10000005,14.4,USD,2026-09-04 21:56:14,COMPLETED
TX-000114,10000005,186.1,USD,2026-09-04 22:01:29,COMPLETED
TX-000115,10000011,64.83,USD,2026-09-05 03:39:18,COMPLETED
TX-000116,10000016,165.93,USD,2026-09-05 07:50:17,COMPLETED
TX-000117,10000019,261.19,USD,2026-09-05 08:08:38,COMPLETED
TX-000119,10000017,19.27,USD,2026-09-05 09:14:01,COMPLETED
TX-000120,10000009,15.95,USD,2026-09-05 09:27:12,COMPLETED
TX-000121,10000016,27.28,USD,2026-09-05 10:20:17,COMPLETED
TX-000122,10000016,127.89,USD,2026-09-05 12:00:11,PENDING
TX-000123,10000015,141.69,USD,2026-09-05 12:22:52,COMPLETED
TX-000124,10000009,79.52,USD,2026-09-05 12:40:09,COMPLETED
TX-000125,10000006,144.66,USD,2026-09-05 13:49:06,PENDING
TX-000126,10000002,326.39,USD,2026-09-05 13:52:12,COMPLETED
TX-000127,10000006,122.48,USD,2026-09-05 14:06:25,COMPLETED
TX-000128,10000019,321.99,USD,2026-09-05 14:10:09,COMPLETED
TX-000130,10000010,28.06,USD,2026-09-05 16:17:34,COMPLETED
TX-000131,10000016,113.58,USD,2026-09-05 16:28:47,COMPLETED
TX-000132,10000005,15.86,USD,2026-09-05 17:40:37,COMPLETED
TX-000133,10000005,268.63,USD,2026-09-05 17:42:36,COMPLETED
TX-000134,10000013,727.34,USD,2026-09-05 19:06:32,COMPLETED
TX-000135,10000099,1132.61,USD,2026-09-05 20:28:24,COMPLETED
TX-000136,10000016,185.86,USD,2026-09-06 04:05:16,PENDING
TX-000137,10000010,70.51,USD,2026-09-06 05:46:27,COMPLETED
TX-000138,10000017,102.78,USD,2026-09-06 07:13:38,COMPLETED
TX-000139,10000012,367.63,USD,2026-09-06 08:00:33,FAILED
TX-000140,10000006,132.15,USD,2026-09-06 08:29:05,COMPLETED
TX-000141,10000008,57.6,USD,2026-09-06 09:07:05,COMPLETED
TX-000142,10000011,261.31,USD,2026-09-06 09:40:26,COMPLETED
TX-000144,10000007,11.82,USD,2026-09-06 10:01:22,COMPLETED
TX-000146,10000015,192.05,USD,2026-09-06 10:47:26,COMPLETED
TX-000147,10000018,70.08,USD,2026-09-06 11:22:11,PENDING
TX-000149,10000019,72.98,USD,2026-09-06 11:31:35,FAILED
TX-000151,10000018,4370.35,USD,2026-09-06 11:59:58,COMPLETED
TX-000152,10000007,230.13,USD,2026-09-06 12:16:16,COMPLETED
TX-000153,10000008,133.16,USD,2026-09-06 13:03:45,COMPLETED
TX-000154,10000017,152.78,USD,2026-09-06 13:35:46,PENDING
TX-000155,10000018,14.93,USD,2026-09-06 13:45:29,COMPLETED
TX-000156,10000013,594.77,USD,2026-09-06 13:55:33,COMPLETED
TX-000157,10000018,72.69,USD,2026-09-06 14:43:09,PENDING
TX-000158,10000016,1055.04,USD,2026-09-06 14:55:44,COMPLETED
TX-000159,10000017,258.94,USD,2026-09-06 15:27:12,COMPLETED
TX-000160,10000006,37.15,USD,2026-09-06 15:27:39,COMPLETED
TX-000161,10000009,60.81,USD,2026-09-06 15:35:12,PENDING
TX-000162,10000014,94.84,USD,2026-09-06 17:53:03,COMPLETED
TX-000164,10000006,222.98,USD,2026-09-06 18:16:08,COMPLETED
TX-000165,10000006,39.54,USD,2026-09-06 18:19:47,COMPLETED
TX-000166,10000013,603.05,USD,2026-09-06 20:32:06,COMPLETED
TX-000167,10000005,760.6,USD,2026-09-07 04:16:44,FAILED
TX-000168,10000007,176.94,USD,2026-09-07 07:01:08,COMPLETED
TX-000169,10000001,638.57,USD,2026-09-07 07:24:16,FAILED
TX-000170,10000004,133.74,USD,2026-09-07 08:29:25,COMPLETED
TX-000171,10000001,45.21,USD,2026-09-07 09:22:40,FAILED
TX-000172,10000016,107.83,USD,2026-09-07 10:20:46,FAILED
TX-000174,99999999,441.32,USD,2026-09-07 11:19:05,COMPLETED
TX-000175,10000014,132.05,USD,2026-09-07 11:20:10,PENDING
TX-000176,10000005,65.03,USD,2026-09-07 11:41:58,COMPLETED
TX-000177,10000014,44.96,USD,2026-09-07 11:59:34,FAILED
TX-000178,10000018,112.27,USD,2026-09-07 12:06:09,COMPLETED
TX-000179,10000015,126.77,USD,2026-09-07 12:08:17,COMPLETED
TX-000180,10000016,94.76,USD,2026-09-07 12:29:11,COMPLETED
TX-000182,10000013,344.13,USD,2026-09-07 13:30:04,COMPLETED
TX-000183,10000004,303.34,USD,2026-09-07 13:48:28,COMPLETED
TX-000184,10000004,325.95,USD,2026-09-07 13:48:34,COMPLETED
TX-000186,10000014,110.65,USD,2026-09-07 14:39:40,COMPLETED
TX-000187,10000010,138.89,USD,2026-09-07 15:38:34,COMPLETED
TX-000188,10000015,1449.14,USD,2026-09-07 16:23:55,COMPLETED
TX-000189,10000006,312.76,USD,2026-09-07 16:31:21,FAILED
TX-000190,10000014,78.17,USD,2026-09-07 17:07:39,COMPLETED
TX-000191,10000005,93.71,USD,2026-09-07 18:28:59,PENDING
TX-000192,10000006,396.76,USD,2026-09-07 18:54:38,COMPLETED
TX-000193,10000014,131.29,USD,2026-09-07 19:14:02,COMPLETED
TX-000195,10000014,142.74,USD,2026-09-08 03:03:54,COMPLETED
TX-000196,10000017,170.99,USD,2026-09-08 06:10:20,COMPLETED
TX-000197,10000016,335.84,USD,2026-09-08 07:13:27,COMPLETED
TX-000198,10000006,78.57,USD,2026-09-08 08:54:56,COMPLETED
TX-000199,10000001,70.29,USD,2026-09-08 10:16:39,COMPLETED
TX-000201,10000002,4667.44,USD,2026-09-08 12:25:02,COMPLETED
TX-000202,10000009,786.42,USD,2026-09-08 12:41:13,COMPLETED
TX-000203,10000004,558.31,USD,2026-09-08 14:08:26,COMPLETED
TX-000204,10000008,32.56,USD,2026-09-08 14:19:34,COMPLETED
TX-000206,10000002,403.02,USD,2026-09-08 15:00:58,COMPLETED
TX-000207,10000016,1348.14,USD,2026-09-08 15:08:06,COMPLETED
TX-000208,10000019,20.64,USD,2026-09-08 15:29:58,COMPLETED
TX-000209,10000006,300.34,USD,2026-09-08 18:29:53,FAILED
TX-000210,10000006,47.97,USD,2026-09-08 19:19:38,COMPLETED
TX-000211,10000001,25.24,USD,2026-09-08 19:58:20,COMPLETED
TX-000212,10000019,34.0,USD,2026-09-08 20:36:45,COMPLETED
TX-000213,10000009,19.08,USD,2026-09-08 23:58:06,COMPLETED
TX-000214,10000011,64.0,USD,2026-09-09 00:52:26,FAILED
TX-000215,10000019,248.99,USD,2026-09-09 06:19:13,COMPLETED
TX-000216,99999999,335.07,USD,2026-09-09 07:15:11,COMPLETED
TX-000217,10000003,36.87,USD,2026-09-09 07:20:01,COMPLETED
TX-000218,10000011,183.03,USD,2026-09-09 08:13:36,COMPLETED
TX-000219,10000006,296.08,USD,2026-09-09 08:45:47,COMPLETED
TX-000220,10000017,340.91,USD,2026-09-09 08:51:25,COMPLETED
TX-000221,10000015,490.37,USD,2026-09-09 08:53:19,FAILED
TX-000222,10000018,104.7,USD,2026-09-09 10:43:05,COMPLETED
TX-000223,10000002,62.69,USD,2026-09-09 11:02:41,COMPLETED
TX-000224,10000012,232.65,USD,2026-09-09 11:08:45,PENDING
TX-000225,10000016,918.2,USD,2026-09-09 11:49:55,COMPLETED
TX-000226,10000014,644.24,USD,2026-09-09 11:59:20,COMPLETED
TX-000227,10000016,575.31,USD,2026-09-09 12:02:04,PENDING
TX-000228,10000008,257.24,USD,2026-09-09 12:29:25,COMPLETED
TX-000229,10000017,570.63,USD,2026-09-09 12:32:12,COMPLETED
TX-000230,10000007,22.43,USD,2026-09-09 13:26:00,COMPLETED
TX-000231,10000002,39.4,USD,2026-09-09 13:48:51,FAILED
TX-000232,10000004,17.12,USD,2026-09-09 13:49:30,COMPLETED
TX-000233,10000011,37.67,USD,2026-09-09 14:04:48,FAILED
TX-000234,10000005,651.12,USD,2026-09-09 14:28:47,COMPLETED
TX-000235,10000016,23.52,USD,2026-09-09 14:53:55,COMPLETED
TX-000236,10000014,268.4,USD,2026-09-09 15:04:14,COMPLETED
TX-000237,10000014,124.01,USD,2026-09-09 16:10:36,COMPLETED
TX-000239,10000013,166.1,USD,2026-09-09 16:33:29,COMPLETED
TX-000240,10000007,329.55,USD,2026-09-09 17:39:09,COMPLETED
TX-000241,10000004,84.86,USD,2026-09-09 17:43:00,COMPLETED
TX-000242,10000018,39.33,USD,2026-09-09 18:09:24,COMPLETED
TX-000243,10000006,248.3,USD,2026-09-09 18:42:48,FAILED
TX-000244,10000008,381.26,USD,2026-09-10 04:32:26,COMPLETED
TX-000245,20000001,134.54,USD,2026-09-10 05:47:23,COMPLETED
TX-000246,10000011,27.18,USD,2026-09-10 06:16:13,COMPLETED
TX-000248,10000002,392.15,USD,2026-09-10 09:43:53,COMPLETED
TX-000250,10000005,33.43,USD,2026-09-10 10:58:31,COMPLETED
TX-000251,10000011,105.84,USD,2026-09-10 11:17:53,FAILED
TX-000252,10000014,136.7,USD,2026-09-10 11:36:17,FAILED
TX-000253,10000010,722.45,USD,2026-10-09 12:00:00,COMPLETED
TX-000254,10000009,732.45,USD,2026-09-10 12:36:02,COMPLETED
TX-000255,10000017,234.29,USD,2026-09-10 13:12:41,PENDING
TX-000256,10000019,193.64,USD,2026-09-10 14:09:26,FAILED
TX-000257,10000004,719.58,USD,2026-09-10 14:16:49,COMPLETED
TX-000258,10000009,145.17,USD,2026-09-10 14:29:24,COMPLETED
TX-000259,10000005,15.91,USD,2026-09-10 14:34:34,COMPLETED
TX-000260,10000019,299.58,USD,2026-09-10 14:39:41,COMPLETED
TX-000261,10000008,158.9,USD,2026-09-10 14:44:40,COMPLETED
TX-000262,10000004,244.64,USD,2026-09-10 15:18:27,PENDING
TX-000263,10000002,324.88,USD,2026-09-10 15:58:55,COMPLETED
TX-000264,10000009,232.06,USD,2026-09-10 16:02:47,COMPLETED
TX-000265,10000015,462.22,USD,2026-09-10 16:29:11,COMPLETED
TX-000266,10000001,371.75,USD,2026-09-10 17:01:54,COMPLETED
TX-000267,10000005,69.62,USD,2026-09-10 18:22:26,FAILED
TX-000268,10000004,250.39,USD,2026-09-10 18:54:32,FAILED
TX-000269,10000016,96.53,USD,2026-09-11 04:26:05,FAILED
TX-000270,10000004,1435.86,USD,2026-09-11 04:46:04,COMPLETED
TX-000271,10000004,38.16,USD,2026-09-11 05:40:08,COMPLETED
TX-000272,10000004,61.4,USD,2026-09-11 08:20:03,PENDING
TX-000273,10000011,60.55,USD,2026-09-11 08:27:43,PENDING
TX-000274,10000002,335.65,USD,2026-09-11 08:33:50,COMPLETED
TX-000275,10000003,13.93,USD,2026-09-11 09:26:02,PENDING
TX-000276,10000001,24.26,USD,2026-09-11 09:45:57,COMPLETED
TX-000277,10000009,204.99,USD,2026-09-11 09:47:43,PENDING
TX-000278,10000017,20.28,USD,2026-09-11 10:20:16,COMPLETED
TX-000279,10000002,99.05,USD,2026-09-11 10:26:06,FAILED
TX-000280,10000009,61.78,USD,2026-09-11 10:56:20,COMPLETED
TX-000281,10000012,569.35,USD,2026-09-11 11:43:49,FAILED
TX-000282,10000016,884.77,USD,2026-09-11 12:06:25,COMPLETED
TX-000283,10000019,110.58,USD,2026-09-11 12:14:29,COMPLETED
TX-000284,10000012,362.65,USD,2026-09-11 12:21:22,FAILED
TX-000285,10000002,577.36,USD,2026-09-11 12:30:15,FAILED
TX-000286,10000008,85.96,USD,2026-09-11 12:44:58,COMPLETED
TX-000287,10000019,137.73,USD,2026-09-11 13:06:16,COMPLETED
TX-000288,10000010,356.26,USD,2026-09-11 13:24:08,PENDING
TX-000289,10000013,153.94,USD,2026-09-11 13:37:41,COMPLETED
TX-000291,10000018,102.19,USD,2026-09-11 14:41:34,COMPLETED
TX-000292,10000014,160.92,USD,2026-09-11 15:29:40,COMPLETED
TX-000293,10000013,189.68,USD,2026-09-11 15:30:00,FAILED
TX-000294,10000014,78.7,USD,2026-09-11 16:29:38,PENDING
TX-000296,10000004,256.55,USD,2026-09-11 16:37:29,COMPLETED
TX-000297,10000004,97.8,USD,2026-09-11 18:09:35,COMPLETED
TX-000298,10000011,104.86,USD,2026-09-12 04:03:47,PENDING
TX-000299,10000015,16.69,USD,2026-09-12 06:24:13,COMPLETED
TX-000300,10000019,38.91,USD,2026-09-12 07:05:04,COMPLETED
TX-000301,10000017,233.04,USD,2026-09-12 08:00:47,COMPLETED
TX-000302,10000014,167.3,USD,2026-09-12 08:05:35,COMPLETED
TX-000303,10000007,1494.05,USD,2026-09-12 09:11:52,COMPLETED
TX-000304,10000012,37.51,USD,2026-09-12 10:16:50,COMPLETED
TX-000305,10000009,282.22,USD,2026-09-12 10:19:33,FAILED
TX-000306,10000006,1526.65,USD,2026-09-12 10:25:57,COMPLETED
TX-000307,10000003,273.29,USD,2026-09-12 10:51:24,COMPLETED
TX-000308,10000016,141.64,USD,2026-09-12 11:12:34,COMPLETED
TX-000309,10000009,46.42,USD,2026-09-12 11:40:41,COMPLETED
TX-000310,10000017,167.46,USD,2026-09-12 13:31:08,COMPLETED
TX-000311,10000005,602.38,USD,2026-09-12 13:54:58,PENDING
TX-000312,10000011,100.61,USD,2026-09-12 14:37:36,COMPLETED
TX-000313,10000006,158.32,USD,2026-09-12 14:43:47,COMPLETED
TX-000314,10000004,58.59,USD,2026-09-12 14:44:03,COMPLETED
TX-000315,10000015,60.95,USD,2026-09-12 15:08:24,COMPLETED
TX-000316,10000005,81.84,USD,2026-09-12 16:15:27,COMPLETED
TX-000317,10000009,121.55,USD,2026-09-12 17:35:37,FAILED
TX-000318,10000009,237.18,USD,2026-09-12 17:41:25,PENDING
TX-000319,10000020,10.06,USD,2026-09-12 17:48:50,PENDING
TX-000321,10000002,358.7,USD,2026-09-12 22:34:29,COMPLETED
TX-000322,10000011,772.08,USD,2026-09-13 05:33:51,FAILED
TX-000323,10000005,149.26,USD,2026-09-13 07:22:55,COMPLETED
TX-000325,10000019,357.37,USD,2026-09-13 08:38:40,COMPLETED
TX-000326,10000019,107.85,USD,2026-09-13 09:17:00,PENDING
TX-000327,10000010,71.25,USD,2026-09-13 09:38:24,COMPLETED
TX-000328,10000013,14.26,USD,2026-09-13 11:50:14,COMPLETED
TX-000329,10000018,346.24,USD,2026-09-13 11:51:41,FAILED
TX-000330,10000015,43.36,USD,2026-09-13 11:54:04,COMPLETED
TX-000331,10000010,1011.38,USD,2026-09-13 12:13:24,COMPLETED
TX-000332,10000018,174.9,USD,2026-09-13 12:33:27,PENDING
TX-000333,10000016,206.34,USD,2026-09-13 12:36:26,COMPLETED
TX-000334,10000009,101.38,USD,2026-09-13 12:39:57,COMPLETED
TX-000335,10000004,41.3,USD,2026-09-13 13:16:39,COMPLETED
TX-000336,10000001,988.78,USD,2026-09-13 13:24:15,COMPLETED
TX-000337,10000001,63.69,USD,2026-09-13 14:12:24,COMPLETED
TX-000338,10000010,87.21,USD,2026-09-13 14:30:52,COMPLETED
TX-000339,10000003,97.87,USD,2026-09-13 14:58:34,FAILED
TX-000340,10000017,103.99,USD,2026-09-13 15:51:09,PENDING
TX-000342,10000006,96.55,USD,2026-09-13 17:53:35,COMPLETED
TX-000343,10000010,18.36,USD,2026-09-13 17:56:17,COMPLETED
TX-000344,10000019,88.68,USD,2026-09-13 18:01:35,COMPLETED
TX-000346,10000004,193.15,USD,2026-09-14 05:24:19,COMPLETED
TX-000347,10000020,110.23,USD,2026-09-14 05:52:10,COMPLETED
TX-000348,10000009,330.98,USD,2026-09-14 05:54:42,COMPLETED
TX-000349,10000018,443.79,USD,2026-09-14 06:29:59,PENDING
TX-000350,10000014,90.14,USD,2026-09-14 07:55:45,FAILED
TX-000351,10000014,591.4,USD,2026-09-14 08:50:50,COMPLETED
TX-000352,10000015,248.36,USD,2026-09-14 09:11:34,COMPLETED
TX-000353,10000016,191.92,USD,2026-09-14 09:34:21,FAILED
TX-000354,10000020,93.73,USD,2026-09-14 09:58:57,FAILED
TX-000355,10000013,551.09,USD,2026-09-14 10:09:28,COMPLETED
TX-000356,10000009,103.12,USD,2026-09-14 10:34:01,COMPLETED
TX-000357,10000011,51.44,USD,2026-09-14 11:09:57,COMPLETED
TX-000358,10000013,61.99,USD,2026-09-14 11:45:33,FAILED
TX-000359,10000020,71.51,USD,2026-09-14 12:07:23,COMPLETED
TX-000360,10000009,751.88,USD,2026-09-14 12:12:03,FAILED
TX-000361,10000003,563.38,USD,2026-09-14 13:01:43,FAILED
TX-000362,10000003,11.88,USD,2026-09-14 13:20:36,COMPLETED
TX-000363,10000007,389.92,USD,2026-09-14 14:01:35,COMPLETED
TX-000364,10000004,198.17,USD,2026-09-14 14:04:30,COMPLETED
TX-000365,10000009,201.14,USD,2026-09-14 14:23:59,PENDING
TX-000366,10000020,327.48,USD,2026-09-14 14:24:35,PENDING
TX-000367,10000017,266.62,USD,2026-09-14 14:35:42,COMPLETED
TX-000368,10000016,116.25,USD,2026-09-14 15:15:14,PENDING
TX-000369,10000009,144.18,USD,2026-09-14 15:21:18,COMPLETED
TX-000370,10000001,256.45,USD,2026-09-14 16:54:56,COMPLETED
TX-000371,10000005,194.98,USD,2026-09-14 19:35:27,COMPLETED
TX-000373,10000016,72.59,USD,2026-09-15 06:30:01,FAILED
TX-000374,10000018,226.4,USD,2026-09-15 07:21:44,COMPLETED
TX-000375,10000018,44.38,USD,2026-09-15 08:50:33,COMPLETED
TX-000376,10000009,561.89,USD,2026-09-15 10:02:17,COMPLETED
TX-000377,10000003,38.85,USD,2026-09-15 10:27:56,COMPLETED
TX-000378,10000020,226.38,USD,2026-09-15 10:35:51,COMPLETED
TX-000379,10000007,503.56,USD,2026-09-15 10:41:21,COMPLETED
TX-000380,10000006,278.04,USD,2026-09-15 11:32:55,COMPLETED
TX-000381,10000016,143.13,USD,2026-09-15 11:54:23,COMPLETED
TX-000382,10000012,71.16,USD,2026-09-15 11:56:44,COMPLETED
TX-000383,10000012,393.3,USD,2026-09-15 12:02:32,PENDING
TX-000385,10000009,117.33,USD,2026-09-15 12:53:32,PENDING
TX-000386,10000014,74.37,USD,2026-09-15 13:07:18,COMPLETED
TX-000387,10000005,179.63,USD,2026-09-15 14:55:48,PENDING
TX-000388,10000006,1084.12,USD,2026-09-15 15:12:59,COMPLETED
TX-000389,10000014,445.09,USD,2026-09-15 16:12:23,COMPLETED
TX-000390,10000011,282.14,USD,2026-09-15 16:23:58,COMPLETED
TX-000391,20000001,269.02,USD,2026-09-15 16:45:36,FAILED
TX-000392,10000004,437.93,USD,2026-09-15 17:10:22,COMPLETED
TX-000393,10000003,89.13,USD,2026-09-16 06:09:57,PENDING
TX-000394,10000011,21.54,USD,2026-09-16 06:21:00,COMPLETED
TX-000395,10000006,158.86,USD,2026-09-16 06:31:00,COMPLETED
TX-000396,10000016,392.25,USD,2026-09-16 09:58:43,COMPLETED
TX-000397,10000003,604.3,USD,2026-09-16 10:03:18,COMPLETED
TX-000398,10000017,149.13,USD,2026-09-16 10:47:02,COMPLETED
TX-000399,10000007,178.87,USD,2026-09-16 11:11:04,COMPLETED
TX-000400,10000002,96.43,USD,2026-09-16 11:16:22,PENDING
TX-000401,10000009,167.64,USD,2026-09-16 11:20:58,COMPLETED
TX-000402,10000012,22.38,USD,2026-09-16 11:23:00,COMPLETED
TX-000403,10000020,35.05,USD,2026-09-16 11:28:40,COMPLETED
TX-000404,10000010,39.03,USD,2026-09-16 12:19:09,COMPLETED
TX-000405,10000015,76.81,USD,2026-09-16 12:25:07,COMPLETED
TX-000406,10000013,228.72,USD,2026-09-16 12:25:20,COMPLETED
TX-000407,10000014,167.76,USD,2026-09-16 12:27:22,FAILED
TX-000408,10000009,17.21,USD,2026-09-16 12:41:21,FAILED
TX-000409,10000002,201.89,USD,2026-09-16 12:45:15,FAILED
TX-000410,10000017,111.45,USD,2026-09-16 13:12:49,COMPLETED
TX-000411,10000004,146.62,USD,2026-09-16 14:39:00,PENDING
TX-000413,10000014,63.29,USD,2026-09-16 15:00:23,COMPLETED
TX-000415,10000020,571.16,USD,2026-09-16 15:44:46,PENDING
TX-000417,10000013,10.15,USD,2026-09-16 15:59:43,COMPLETED
TX-000418,10000017,84.98,USD,2026-09-16 16:03:53,COMPLETED
TX-000419,10000008,73.87,USD,2026-09-16 16:23:16,COMPLETED
